         t              x              v              p
 14.880000       0.004474      -0.083172      -0.012060
 14.890000       0.003638      -0.083919      -0.012168
 14.900000       0.002796      -0.084494      -0.012252
 14.910000       0.001949      -0.084895      -0.012310
 14.920000       0.001099      -0.085121      -0.012343
 14.930000       0.000247      -0.085173      -0.012350
 14.940000      -0.000604      -0.085051      -0.012332
 14.950000      -0.001453      -0.084754      -0.012289
 14.960000      -0.002299      -0.084286      -0.012221
 14.970000      -0.003139      -0.083645      -0.012129
 14.980000      -0.003971      -0.082835      -0.012011
 14.990000      -0.004795      -0.081857      -0.011869
 15.000000      -0.005608      -0.080714      -0.011704
 15.010000      -0.006408      -0.079408      -0.011514
 15.020000      -0.007195      -0.077942      -0.011302
 15.030000      -0.007967      -0.076319      -0.011066
 15.040000      -0.008721      -0.074543      -0.010809
 15.050000      -0.009457      -0.072617      -0.010530
 15.060000      -0.010173      -0.070547      -0.010229
 15.070000      -0.010868      -0.068335      -0.009909
 15.080000      -0.011539      -0.065988      -0.009568
 15.090000      -0.012187      -0.063509      -0.009209
 15.100000      -0.012809      -0.060904      -0.008831
 15.110000      -0.013405      -0.058178      -0.008436
 15.120000      -0.013972      -0.055337      -0.008024
 15.130000      -0.014511      -0.052386      -0.007596
 15.140000      -0.015020      -0.049332      -0.007153
 15.150000      -0.015497      -0.046181      -0.006696
 15.160000      -0.015943      -0.042938      -0.006226
 15.170000      -0.016356      -0.039611      -0.005744
 15.180000      -0.016735      -0.036206      -0.005250
 15.190000      -0.017080      -0.032730      -0.004746
 15.200000      -0.017389      -0.029190      -0.004233
 15.210000      -0.017663      -0.025592      -0.003711
 15.220000      -0.017901      -0.021944      -0.003182
 15.230000      -0.018102      -0.018253      -0.002647
 15.240000      -0.018266      -0.014527      -0.002106
 15.250000      -0.018392      -0.010771      -0.001562
 15.260000      -0.018481      -0.006995      -0.001014
 15.270000      -0.018532      -0.003205      -0.000465
 15.280000      -0.018545       0.000591       0.000086
 15.290000      -0.018521       0.004386       0.000636
 15.300000      -0.018458       0.008171       0.001185
 15.310000      -0.018357       0.011939       0.001731
 15.320000      -0.018219       0.015682       0.002274
 15.330000      -0.018044       0.019391       0.002812
 15.340000      -0.017831       0.023058       0.003343
 15.350000      -0.017583       0.026677       0.003868
 15.360000      -0.017298       0.030238       0.004385
 15.370000      -0.016978       0.033735       0.004892
 15.380000      -0.016624       0.037161       0.005388
 15.390000      -0.016235       0.040507       0.005874
 15.400000      -0.015814       0.043767       0.006346
 15.410000      -0.015360       0.046934       0.006805
 15.420000      -0.014875       0.050002       0.007250
 15.430000      -0.014360       0.052964       0.007680
 15.440000      -0.013816       0.055814       0.008093
 15.450000      -0.013245       0.058546       0.008489
 15.460000      -0.012646       0.061154       0.008867
 15.470000      -0.012022       0.063633       0.009227
 15.480000      -0.011374       0.065979       0.009567
 15.490000      -0.010703       0.068186       0.009887
 15.500000      -0.010010       0.070250       0.010186
 15.510000      -0.009298       0.072166       0.010464
 15.520000      -0.008568       0.073932       0.010720
 15.530000      -0.007820       0.075544       0.010954
 15.540000      -0.007057       0.076998       0.011165
 15.550000      -0.006281       0.078292       0.011352
 15.560000      -0.005492       0.079424       0.011516
 15.570000      -0.004693       0.080391       0.011657
 15.580000      -0.003885       0.081192       0.011773
 15.590000      -0.003069       0.081825       0.011865
 15.600000      -0.002249       0.082290       0.011932
 15.610000      -0.001424       0.082585       0.011975
 15.620000      -0.000598       0.082711       0.011993
 15.630000       0.000229       0.082668       0.011987
 15.640000       0.001055       0.082455       0.011956
 15.650000       0.001878       0.082075       0.011901
 15.660000       0.002696       0.081527       0.011821
 15.670000       0.003508       0.080814       0.011718
 15.680000       0.004312       0.079937       0.011591
 15.690000       0.005106       0.078898       0.011440
 15.700000       0.005889       0.077699       0.011266
 15.710000       0.006660       0.076344       0.011070
 15.720000       0.007416       0.074835       0.010851
 15.730000       0.008156       0.073176       0.010611
 15.740000       0.008879       0.071370       0.010349
 15.750000       0.009583       0.069421       0.010066
 15.760000       0.010267       0.067334       0.009763
 15.770000       0.010929       0.065112       0.009441
 15.780000       0.011568       0.062760       0.009100
 15.790000       0.012184       0.060283       0.008741
 15.800000       0.012774       0.057687       0.008365
 15.810000       0.013337       0.054976       0.007971
 15.820000       0.013873       0.052156       0.007563
 15.830000       0.014380       0.049233       0.007139
 15.840000       0.014857       0.046213       0.006701
 15.850000       0.015304       0.043101       0.006250
 15.860000       0.015719       0.039904       0.005786
 15.870000       0.016102       0.036629       0.005311
 15.880000       0.016451       0.033282       0.004826
 15.890000       0.016767       0.029869       0.004331
 15.900000       0.017048       0.026397       0.003828
 15.910000       0.017295       0.022874       0.003317
 15.920000       0.017506       0.019306       0.002799
 15.930000       0.017681       0.015700       0.002276
 15.940000       0.017820       0.012063       0.001749
 15.950000       0.017922       0.008402       0.001218
 15.960000       0.017988       0.004725       0.000685
 15.970000       0.018016       0.001039       0.000151
 15.980000       0.018008      -0.002650      -0.000384
 15.990000       0.017963      -0.006332      -0.000918
 16.000000       0.017882      -0.010001      -0.001450
 16.010000       0.017764      -0.013649      -0.001979
 16.020000       0.017609      -0.017268      -0.002504
 16.030000       0.017418      -0.020850      -0.003023
 16.040000       0.017192      -0.024387      -0.003536
 16.050000       0.016931      -0.027873      -0.004042
 16.060000       0.016635      -0.031299      -0.004538
 16.070000       0.016305      -0.034658      -0.005025
 16.080000       0.015942      -0.037944      -0.005502
 16.090000       0.015546      -0.041150      -0.005967
 16.100000       0.015119      -0.044268      -0.006419
 16.110000       0.014661      -0.047292      -0.006857
 16.120000       0.014174      -0.050216      -0.007281
 16.130000       0.013657      -0.053034      -0.007690
 16.140000       0.013113      -0.055739      -0.008082
 16.150000       0.012543      -0.058328      -0.008458
 16.160000       0.011947      -0.060793      -0.008815
 16.170000       0.011327      -0.063130      -0.009154
 16.180000       0.010685      -0.065335      -0.009474
 16.190000       0.010021      -0.067403      -0.009773
 16.200000       0.009337      -0.069330      -0.010053
 16.210000       0.008635      -0.071111      -0.010311
 16.220000       0.007916      -0.072744      -0.010548
 16.230000       0.007181      -0.074226      -0.010763
 16.240000       0.006432      -0.075553      -0.010955
 16.250000       0.005670      -0.076723      -0.011125
 16.260000       0.004898      -0.077735      -0.011272
 16.270000       0.004116      -0.078585      -0.011395
 16.280000       0.003327      -0.079273      -0.011495
 16.290000       0.002531      -0.079798      -0.011571
 16.300000       0.001731      -0.080159      -0.011623
 16.310000       0.000929      -0.080355      -0.011651
 16.320000       0.000125      -0.080386      -0.011656
 16.330000      -0.000679      -0.080253      -0.011637
 16.340000      -0.001480      -0.079956      -0.011594
 16.350000      -0.002277      -0.079496      -0.011527
 16.360000      -0.003069      -0.078874      -0.011437
 16.370000      -0.003854      -0.078092      -0.011323
 16.380000      -0.004631      -0.077152      -0.011187
 16.390000      -0.005397      -0.076056      -0.011028
 16.400000      -0.006151      -0.074806      -0.010847
 16.410000      -0.006892      -0.073406      -0.010644
 16.420000      -0.007619      -0.071857      -0.010419
 16.430000      -0.008329      -0.070165      -0.010174
 16.440000      -0.009022      -0.068331      -0.009908
 16.450000      -0.009695      -0.066361      -0.009622
 16.460000      -0.010348      -0.064259      -0.009318
 16.470000      -0.010980      -0.062028      -0.008994
 16.480000      -0.011588      -0.059673      -0.008653
 16.490000      -0.012173      -0.057200      -0.008294
 16.500000      -0.012732      -0.054613      -0.007919
 16.510000      -0.013265      -0.051918      -0.007528
 16.520000      -0.013770      -0.049120      -0.007122
 16.530000      -0.014247      -0.046224      -0.006703
 16.540000      -0.014694      -0.043237      -0.006269
 16.550000      -0.015111      -0.040165      -0.005824
 16.560000      -0.015497      -0.037014      -0.005367
 16.570000      -0.015851      -0.033789      -0.004899
 16.580000      -0.016173      -0.030498      -0.004422
 16.590000      -0.016461      -0.027147      -0.003936
 16.600000      -0.016716      -0.023743      -0.003443
 16.610000      -0.016936      -0.020292      -0.002942
 16.620000      -0.017121      -0.016801      -0.002436
 16.630000      -0.017272      -0.013277      -0.001925
 16.640000      -0.017387      -0.009727      -0.001410
 16.650000      -0.017466      -0.006158      -0.000893
 16.660000      -0.017510      -0.002576      -0.000374
 16.670000      -0.017518       0.001010       0.000146
 16.680000      -0.017490       0.004594       0.000666
 16.690000      -0.017426       0.008168       0.001184
 16.700000      -0.017326       0.011725       0.001700
 16.710000      -0.017192       0.015257       0.002212
 16.720000      -0.017021       0.018756       0.002720
 16.730000      -0.016817       0.022216       0.003221
 16.740000      -0.016577       0.025628       0.003716
 16.750000      -0.016304       0.028986       0.004203
 16.760000      -0.015998       0.032282       0.004681
 16.770000      -0.015659       0.035509       0.005149
 16.780000      -0.015288       0.038661       0.005606
 16.790000      -0.014886       0.041731       0.006051
 16.800000      -0.014453       0.044713       0.006483
 16.810000      -0.013992       0.047600       0.006902
 16.820000      -0.013502       0.050386       0.007306
 16.830000      -0.012984       0.053066       0.007695
 16.840000      -0.012441       0.055635       0.008067
 16.850000      -0.011872       0.058085       0.008422
 16.860000      -0.011280       0.060414       0.008760
 16.870000      -0.010664       0.062616       0.009079
 16.880000      -0.010028       0.064686       0.009380
 16.890000      -0.009371       0.066621       0.009660
 16.900000      -0.008696       0.068417       0.009920
 16.910000      -0.008003       0.070070       0.010160
 16.920000      -0.007295       0.071577       0.010379
 16.930000      -0.006572       0.072935       0.010576
 16.940000      -0.005837       0.074141       0.010750
 16.950000      -0.005090       0.075194       0.010903
 16.960000      -0.004333       0.076091       0.011033
 16.970000      -0.003569       0.076830       0.011140
 16.980000      -0.002797       0.077411       0.011225
 16.990000      -0.002021       0.077833       0.011286
 17.000000      -0.001241       0.078095       0.011324
 17.010000      -0.000459       0.078197       0.011339
 17.020000       0.000322       0.078139       0.011330
 17.030000       0.001103       0.077920       0.011298
 17.040000       0.001880       0.077543       0.011244
 17.050000       0.002653       0.077008       0.011166
 17.060000       0.003420       0.076317       0.011066
 17.070000       0.004179       0.075471       0.010943
 17.080000       0.004929       0.074472       0.010798
 17.090000       0.005668       0.073322       0.010632
 17.100000       0.006395       0.072024       0.010444
 17.110000       0.007108       0.070582       0.010234
 17.120000       0.007806       0.068997       0.010005
 17.130000       0.008487       0.067274       0.009755
 17.140000       0.009151       0.065416       0.009485
 17.150000       0.009795       0.063427       0.009197
 17.160000       0.010419       0.061311       0.008890
 17.170000       0.011021       0.059073       0.008566
 17.180000       0.011600       0.056717       0.008224
 17.190000       0.012155       0.054249       0.007866
 17.200000       0.012685       0.051672       0.007492
 17.210000       0.013188       0.048993       0.007104
 17.220000       0.013664       0.046217       0.006701
 17.230000       0.014112       0.043350       0.006286
 17.240000       0.014531       0.040396       0.005857
 17.250000       0.014920       0.037363       0.005418
 17.260000       0.015278       0.034256       0.004967
 17.270000       0.015605       0.031082       0.004507
 17.280000       0.015899       0.027846       0.004038
 17.290000       0.016161       0.024555       0.003560
 17.300000       0.016390       0.021216       0.003076
 17.310000       0.016586       0.017835       0.002586
 17.320000       0.016747       0.014420       0.002091
 17.330000       0.016874       0.010976       0.001591
 17.340000       0.016966       0.007510       0.001089
 17.350000       0.017024       0.004029       0.000584
 17.360000       0.017047       0.000541       0.000078
 17.370000       0.017035      -0.002948      -0.000428
 17.380000       0.016988      -0.006431      -0.000933
 17.390000       0.016906      -0.009901      -0.001436
 17.400000       0.016790      -0.013349      -0.001936
 17.410000       0.016639      -0.016769      -0.002432
 17.420000       0.016455      -0.020153      -0.002922
 17.430000       0.016237      -0.023495      -0.003407
 17.440000       0.015985      -0.026786      -0.003884
 17.450000       0.015701      -0.030021      -0.004353
 17.460000       0.015385      -0.033191      -0.004813
 17.470000       0.015037      -0.036292      -0.005262
 17.480000       0.014659      -0.039315      -0.005701
 17.490000       0.014251      -0.042256      -0.006127
 17.500000       0.013814      -0.045106      -0.006540
 17.510000       0.013350      -0.047862      -0.006940
 17.520000       0.012858      -0.050516      -0.007325
 17.530000       0.012340      -0.053064      -0.007694
 17.540000       0.011797      -0.055501      -0.008048
 17.550000       0.011230      -0.057820      -0.008384
 17.560000       0.010641      -0.060018      -0.008703
 17.570000       0.010030      -0.062090      -0.009003
 17.580000       0.009399      -0.064032      -0.009285
 17.590000       0.008750      -0.065840      -0.009547
 17.600000       0.008083      -0.067511      -0.009789
 17.610000       0.007400      -0.069041      -0.010011
 17.620000       0.006703      -0.070427      -0.010212
 17.630000       0.005992      -0.071667      -0.010392
 17.640000       0.005270      -0.072758      -0.010550
 17.650000       0.004537      -0.073699      -0.010686
 17.660000       0.003796      -0.074487      -0.010801
 17.670000       0.003048      -0.075121      -0.010893
 17.680000       0.002294      -0.075601      -0.010962
 17.690000       0.001537      -0.075925      -0.011009
 17.700000       0.000776      -0.076094      -0.011034
 17.710000       0.000015      -0.076106      -0.011035
 17.720000      -0.000745      -0.075963      -0.011015
 17.730000      -0.001503      -0.075664      -0.010971
 17.740000      -0.002258      -0.075212      -0.010906
 17.750000      -0.003007      -0.074606      -0.010818
 17.760000      -0.003750      -0.073849      -0.010708
 17.770000      -0.004484      -0.072942      -0.010577
 17.780000      -0.005208      -0.071888      -0.010424
 17.790000      -0.005921      -0.070688      -0.010250
 17.800000      -0.006621      -0.069346      -0.010055
 17.810000      -0.007307      -0.067864      -0.009840
 17.820000      -0.007978      -0.066246      -0.009606
 17.830000      -0.008632      -0.064495      -0.009352
 17.840000      -0.009268      -0.062614      -0.009079
 17.850000      -0.009884      -0.060608      -0.008788
 17.860000      -0.010479      -0.058481      -0.008480
 17.870000      -0.011053      -0.056238      -0.008154
 17.880000      -0.011604      -0.053882      -0.007813
 17.890000      -0.012130      -0.051420      -0.007456
 17.900000      -0.012632      -0.048854      -0.007084
 17.910000      -0.013107      -0.046192      -0.006698
 17.920000      -0.013555      -0.043439      -0.006299
 17.930000      -0.013976      -0.040599      -0.005887
 17.940000      -0.014367      -0.037679      -0.005464
 17.950000      -0.014729      -0.034685      -0.005029
 17.960000      -0.015060      -0.031622      -0.004585
 17.970000      -0.015361      -0.028497      -0.004132
 17.980000      -0.015630      -0.025315      -0.003671
 17.990000      -0.015867      -0.022084      -0.003202
 18.000000      -0.016072      -0.018809      -0.002727
 18.010000      -0.016243      -0.015497      -0.002247
 18.020000      -0.016382      -0.012154      -0.001762
 18.030000      -0.016486      -0.008788      -0.001274
 18.040000      -0.016557      -0.005404      -0.000784
 18.050000      -0.016594      -0.002010      -0.000291
 18.060000      -0.016597       0.001389       0.000201
 18.070000      -0.016567       0.004784       0.000694
 18.080000      -0.016502       0.008169       0.001185
 18.090000      -0.016403       0.011537       0.001673
 18.100000      -0.016271       0.014880       0.002158
 18.110000      -0.016106       0.018192       0.002638
 18.120000      -0.015907       0.021465       0.003112
 18.130000      -0.015677       0.024692       0.003580
 18.140000      -0.015414       0.027867       0.004041
 18.150000      -0.015119       0.030983       0.004492
 18.160000      -0.014794       0.034033       0.004935
 18.170000      -0.014439       0.037011       0.005367
 18.180000      -0.014054       0.039911       0.005787
 18.190000      -0.013641       0.042726       0.006195
 18.200000      -0.013200       0.045451       0.006590
 18.210000      -0.012732       0.048080       0.006972
 18.220000      -0.012239       0.050608       0.007338
 18.230000      -0.011721       0.053029       0.007689
 18.240000      -0.011179       0.055339       0.008024
 18.250000      -0.010614       0.057532       0.008342
 18.260000      -0.010028       0.059605       0.008643
 18.270000      -0.009423       0.061553       0.008925
 18.280000      -0.008798       0.063372       0.009189
 18.290000      -0.008156       0.065059       0.009434
 18.300000      -0.007497       0.066610       0.009658
 18.310000      -0.006824       0.068023       0.009863
 18.320000      -0.006137       0.069294       0.010048
 18.330000      -0.005438       0.070421       0.010211
 18.340000      -0.004729       0.071402       0.010353
 18.350000      -0.004011       0.072236       0.010474
 18.360000      -0.003285       0.072921       0.010573
 18.370000      -0.002553       0.073455       0.010651
 18.380000      -0.001816       0.073838       0.010706
 18.390000      -0.001077       0.074069       0.010740
 18.400000      -0.000335       0.074149       0.010752
 18.410000       0.000406       0.074076       0.010741
 18.420000       0.001146       0.073853       0.010709
 18.430000       0.001882       0.073478       0.010654
 18.440000       0.002615       0.072954       0.010578
 18.450000       0.003341       0.072282       0.010481
 18.460000       0.004060       0.071463       0.010362
 18.470000       0.004770       0.070499       0.010222
 18.480000       0.005469       0.069393       0.010062
 18.490000       0.006157       0.068147       0.009881
 18.500000       0.006832       0.066763       0.009681
 18.510000       0.007492       0.065245       0.009461
 18.520000       0.008136       0.063596       0.009221
 18.530000       0.008763       0.061819       0.008964
 18.540000       0.009372       0.059918       0.008688
 18.550000       0.009961       0.057897       0.008395
 18.560000       0.010530       0.055761       0.008085
 18.570000       0.011076       0.053514       0.007759
 18.580000       0.011600       0.051160       0.007418
 18.590000       0.012099       0.048704       0.007062
 18.600000       0.012573       0.046151       0.006692
 18.610000       0.013022       0.043507       0.006308
 18.620000       0.013443       0.040776       0.005913
 18.630000       0.013837       0.037965       0.005505
 18.640000       0.014202       0.035078       0.005086
 18.650000       0.014538       0.032122       0.004658
 18.660000       0.014845       0.029103       0.004220
 18.670000       0.015120       0.026026       0.003774
 18.680000       0.015365       0.022898       0.003320
 18.690000       0.015578       0.019724       0.002860
 18.700000       0.015759       0.016512       0.002394
 18.710000       0.015908       0.013267       0.001924
 18.720000       0.016024       0.009996       0.001449
 18.730000       0.016108       0.006705       0.000972
 18.740000       0.016159       0.003402       0.000493
 18.750000       0.016176       0.000091       0.000013
 18.760000       0.016160      -0.003220      -0.000467
 18.770000       0.016112      -0.006524      -0.000946
 18.780000       0.016030      -0.009813      -0.001423
 18.790000       0.015915      -0.013083      -0.001897
 18.800000       0.015768      -0.016324      -0.002367
 18.810000       0.015589      -0.019531      -0.002832
 18.820000       0.015378      -0.022696      -0.003291
 18.830000       0.015135      -0.025813      -0.003743
 18.840000       0.014862      -0.028875      -0.004187
 18.850000       0.014558      -0.031876      -0.004622
 18.860000       0.014225      -0.034810      -0.005047
 18.870000       0.013862      -0.037670      -0.005462
 18.880000       0.013471      -0.040450      -0.005865
 18.890000       0.013053      -0.043145      -0.006256
 18.900000       0.012609      -0.045749      -0.006634
 18.910000       0.012139      -0.048257      -0.006997
 18.920000       0.011644      -0.050663      -0.007346
 18.930000       0.011126      -0.052962      -0.007680
 18.940000       0.010585      -0.055150      -0.007997
 18.950000       0.010023      -0.057223      -0.008297
 18.960000       0.009441      -0.059175      -0.008580
 18.970000       0.008840      -0.061004      -0.008846
 18.980000       0.008221      -0.062706      -0.009092
 18.990000       0.007586      -0.064276      -0.009320
 19.000000       0.006936      -0.065713      -0.009528
 19.010000       0.006273      -0.067013      -0.009717
 19.020000       0.005597      -0.068174      -0.009885
 19.030000       0.004910      -0.069194      -0.010033
 19.040000       0.004213      -0.070071      -0.010160
 19.050000       0.003509      -0.070802      -0.010266
 19.060000       0.002798      -0.071388      -0.010351
 19.070000       0.002081      -0.071827      -0.010415
 19.080000       0.001362      -0.072118      -0.010457
 19.090000       0.000640      -0.072261      -0.010478
 19.100000      -0.000083      -0.072256      -0.010477
 19.110000      -0.000805      -0.072103      -0.010455
 19.120000      -0.001525      -0.071804      -0.010412
 19.130000      -0.002241      -0.071357      -0.010347
 19.140000      -0.002951      -0.070766      -0.010261
 19.150000      -0.003656      -0.070031      -0.010154
 19.160000      -0.004352      -0.069153      -0.010027
 19.170000      -0.005038      -0.068136      -0.009880
 19.180000      -0.005714      -0.066981      -0.009712
 19.190000      -0.006377      -0.065691      -0.009525
 19.200000      -0.007027      -0.064269      -0.009319
 19.210000      -0.007662      -0.062717      -0.009094
 19.220000      -0.008281      -0.061039      -0.008851
 19.230000      -0.008883      -0.059239      -0.008590
 19.240000      -0.009466      -0.057320      -0.008311
 19.250000      -0.010029      -0.055287      -0.008017
 19.260000      -0.010571      -0.053143      -0.007706
 19.270000      -0.011091      -0.050893      -0.007379
 19.280000      -0.011588      -0.048542      -0.007039
 19.290000      -0.012062      -0.046094      -0.006684
 19.300000      -0.012510      -0.043554      -0.006315
 19.310000      -0.012932      -0.040928      -0.005935
 19.320000      -0.013328      -0.038221      -0.005542
 19.330000      -0.013697      -0.035438      -0.005139
 19.340000      -0.014037      -0.032585      -0.004725
 19.350000      -0.014348      -0.029667      -0.004302
 19.360000      -0.014630      -0.026691      -0.003870
 19.370000      -0.014882      -0.023662      -0.003431
 19.380000      -0.015103      -0.020586      -0.002985
 19.390000      -0.015293      -0.017470      -0.002533
 19.400000      -0.015452      -0.014319      -0.002076
 19.410000      -0.015580      -0.011140      -0.001615
 19.420000      -0.015675      -0.007939      -0.001151
 19.430000      -0.015738      -0.004722      -0.000685
 19.440000      -0.015769      -0.001496      -0.000217
 19.450000      -0.015768       0.001733       0.000251
 19.460000      -0.015735       0.004958       0.000719
 19.470000      -0.015669       0.008173       0.001185
 19.480000      -0.015571       0.011370       0.001649
 19.490000      -0.015442       0.014543       0.002109
 19.500000      -0.015281       0.017686       0.002564
 19.510000      -0.015088       0.020791       0.003015
 19.520000      -0.014865       0.023851       0.003458
 19.530000      -0.014611       0.026862       0.003895
 19.540000      -0.014328       0.029815       0.004323
 19.550000      -0.014015       0.032705       0.004742
 19.560000      -0.013674       0.035526       0.005151
 19.570000      -0.013305       0.038272       0.005549
 19.580000      -0.012909       0.040938       0.005936
 19.590000      -0.012487       0.043517       0.006310
 19.600000      -0.012039       0.046004       0.006671
 19.610000      -0.011567       0.048394       0.007017
 19.620000      -0.011071       0.050683       0.007349
 19.630000      -0.010554       0.052865       0.007665
 19.640000      -0.010014       0.054936       0.007966
 19.650000      -0.009455       0.056893       0.008249
 19.660000      -0.008877       0.058730       0.008516
 19.670000      -0.008281       0.060445       0.008764
 19.680000      -0.007668       0.062033       0.008995
 19.690000      -0.007041       0.063492       0.009206
 19.700000      -0.006399       0.064820       0.009399
 19.710000      -0.005745       0.066012       0.009572
 19.720000      -0.005079       0.067068       0.009725
 19.730000      -0.004404       0.067985       0.009858
 19.740000      -0.003720       0.068761       0.009970
 19.750000      -0.003029       0.069396       0.010062
 19.760000      -0.002333       0.069887       0.010134
 19.770000      -0.001632       0.070235       0.010184
 19.780000      -0.000928       0.070438       0.010214
 19.790000      -0.000224       0.070497       0.010222
 19.800000       0.000481       0.070412       0.010210
 19.810000       0.001184       0.070183       0.010177
 19.820000       0.001884       0.069811       0.010123
 19.830000       0.002580       0.069296       0.010048
 19.840000       0.003270       0.068641       0.009953
 19.850000       0.003952       0.067846       0.009838
 19.860000       0.004626       0.066914       0.009703
 19.870000       0.005290       0.065847       0.009548
 19.880000       0.005943       0.064646       0.009374
 19.890000       0.006583       0.063315       0.009181
 19.900000       0.007209       0.061857       0.008969
 19.910000       0.007819       0.060274       0.008740
 19.920000       0.008414       0.058570       0.008493
 19.930000       0.008990       0.056749       0.008229
 19.940000       0.009548       0.054814       0.007948
 19.950000       0.010086       0.052770       0.007652
 19.960000       0.010603       0.050620       0.007340
 19.970000       0.011098       0.048369       0.007013
 19.980000       0.011570       0.046022       0.006673
 19.990000       0.012018       0.043583       0.006319
