         t              x              v
 16.440000       0.057208      -0.162327
 16.450000       0.055514      -0.176377
 16.460000       0.053682      -0.189979
 16.470000       0.051716      -0.203099
 16.480000       0.049622      -0.215703
 16.490000       0.047404      -0.227760
 16.500000       0.045069      -0.239239
 16.510000       0.042621      -0.250113
 16.520000       0.040069      -0.260354
 16.530000       0.037417      -0.269936
 16.540000       0.034672      -0.278836
 16.550000       0.031842      -0.287032
 16.560000       0.028934      -0.294503
 16.570000       0.025955      -0.301233
 16.580000       0.022912      -0.307203
 16.590000       0.019813      -0.312401
 16.600000       0.016666      -0.316813
 16.610000       0.013479      -0.320430
 16.620000       0.010260      -0.323243
 16.630000       0.007017      -0.325245
 16.640000       0.003758      -0.326433
 16.650000       0.000491      -0.326804
 16.660000      -0.002775      -0.326358
 16.670000      -0.006033      -0.325098
 16.680000      -0.009274      -0.323026
 16.690000      -0.012491      -0.320150
 16.700000      -0.015675      -0.316477
 16.710000      -0.018818      -0.312016
 16.720000      -0.021912      -0.306780
 16.730000      -0.024951      -0.300782
 16.740000      -0.027926      -0.294038
 16.750000      -0.030829      -0.286566
 16.760000      -0.033655      -0.278384
 16.770000      -0.036395      -0.269514
 16.780000      -0.039043      -0.259977
 16.790000      -0.041592      -0.249798
 16.800000      -0.044036      -0.239002
 16.810000      -0.046370      -0.227617
 16.820000      -0.048587      -0.215672
 16.830000      -0.050682      -0.203195
 16.840000      -0.052649      -0.190217
 16.850000      -0.054485      -0.176772
 16.860000      -0.056183      -0.162893
 16.870000      -0.057741      -0.148613
 16.880000      -0.059154      -0.133968
 16.890000      -0.060419      -0.118994
 16.900000      -0.061533      -0.103728
 16.910000      -0.062493      -0.088208
 16.920000      -0.063297      -0.072471
 16.930000      -0.063942      -0.056557
 16.940000      -0.064427      -0.040504
 16.950000      -0.064752      -0.024351
 16.960000      -0.064914      -0.008139
 16.970000      -0.064914       0.008093
 16.980000      -0.064752       0.024304
 16.990000      -0.064428       0.040453
 17.000000      -0.063944       0.056500
 17.010000      -0.063299       0.072402
 17.020000      -0.062496       0.088120
 17.030000      -0.061537       0.103613
 17.040000      -0.060425       0.118843
 17.050000      -0.059161       0.133771
 17.060000      -0.057750       0.148358
 17.070000      -0.056196       0.162568
 17.080000      -0.054500       0.176365
 17.090000      -0.052670       0.189713
 17.100000      -0.050708       0.202580
 17.110000      -0.048620       0.214933
 17.120000      -0.046411       0.226742
 17.130000      -0.044087       0.237975
 17.140000      -0.041653       0.248606
 17.150000      -0.039117       0.258608
 17.160000      -0.036483       0.267956
 17.170000      -0.033760       0.276627
 17.180000      -0.030953       0.284600
 17.190000      -0.028070       0.291854
 17.200000      -0.025119       0.298374
 17.210000      -0.022105       0.304142
 17.220000      -0.019038       0.309145
 17.230000      -0.015925       0.313370
 17.240000      -0.012774       0.316810
 17.250000      -0.009592       0.319454
 17.260000      -0.006387       0.321298
 17.270000      -0.003168       0.322337
 17.280000       0.000057       0.322570
 17.290000       0.003280       0.321997
 17.300000       0.006494       0.320620
 17.310000       0.009690       0.318443
 17.320000       0.012860       0.315473
 17.330000       0.015997       0.311717
 17.340000       0.019092       0.307186
 17.350000       0.022138       0.301892
 17.360000       0.025127       0.295849
 17.370000       0.028053       0.289072
 17.380000       0.030906       0.281578
 17.390000       0.033682       0.273387
 17.400000       0.036372       0.264520
 17.410000       0.038970       0.254999
 17.420000       0.041470       0.244848
 17.430000       0.043865       0.234093
 17.440000       0.046150       0.222760
 17.450000       0.048318       0.210879
 17.460000       0.050366       0.198478
 17.470000       0.052286       0.185588
 17.480000       0.054076       0.172242
 17.490000       0.055730       0.158473
 17.500000       0.057244       0.144314
 17.510000       0.058615       0.129800
 17.520000       0.059839       0.114968
 17.530000       0.060913       0.099853
 17.540000       0.061835       0.084494
 17.550000       0.062602       0.068927
 17.560000       0.063213       0.053191
 17.570000       0.063666       0.037325
 17.580000       0.063959       0.021367
 17.590000       0.064093       0.005357
 17.600000       0.064066      -0.010667
 17.610000       0.063880      -0.026663
 17.620000       0.063533      -0.042591
 17.630000       0.063028      -0.058410
 17.640000       0.062366      -0.074081
 17.650000       0.061547      -0.089564
 17.660000       0.060575      -0.104818
 17.670000       0.059452      -0.119806
 17.680000       0.058180      -0.134488
 17.690000       0.056763      -0.148829
 17.700000       0.055205      -0.162792
 17.710000       0.053509      -0.176340
 17.720000       0.051679      -0.189441
 17.730000       0.049722      -0.202062
 17.740000       0.047640      -0.214169
 17.750000       0.045440      -0.225734
 17.760000       0.043127      -0.236727
 17.770000       0.040707      -0.247121
 17.780000       0.038187      -0.256889
 17.790000       0.035572      -0.266008
 17.800000       0.032869      -0.274456
 17.810000       0.030085      -0.282210
 17.820000       0.027227      -0.289253
 17.830000       0.024302      -0.295567
 17.840000       0.021318      -0.301137
 17.850000       0.018282      -0.305950
 17.860000       0.015202      -0.309994
 17.870000       0.012085      -0.313260
 17.880000       0.008939      -0.315740
 17.890000       0.005773      -0.317429
 17.900000       0.002593      -0.318323
 17.910000      -0.000591      -0.318422
 17.920000      -0.003773      -0.317724
 17.930000      -0.006943      -0.316234
 17.940000      -0.010095      -0.313954
 17.950000      -0.013219      -0.310893
 17.960000      -0.016310      -0.307058
 17.970000      -0.019358      -0.302459
 17.980000      -0.022357      -0.297109
 17.990000      -0.025298      -0.291021
 18.000000      -0.028175      -0.284211
 18.010000      -0.030980      -0.276697
 18.020000      -0.033706      -0.268499
 18.030000      -0.036347      -0.259635
 18.040000      -0.038897      -0.250130
 18.050000      -0.041348      -0.240008
 18.060000      -0.043695      -0.229292
 18.070000      -0.045932      -0.218011
 18.080000      -0.048053      -0.206193
 18.090000      -0.050054      -0.193867
 18.100000      -0.051929      -0.181064
 18.110000      -0.053674      -0.167815
 18.120000      -0.055284      -0.154154
 18.130000      -0.056756      -0.140113
 18.140000      -0.058085      -0.125729
 18.150000      -0.059269      -0.111035
 18.160000      -0.060305      -0.096069
 18.170000      -0.061190      -0.080867
 18.180000      -0.061922      -0.065467
 18.190000      -0.062499      -0.049906
 18.200000      -0.062919      -0.034223
 18.210000      -0.063183      -0.018456
 18.220000      -0.063288      -0.002644
 18.230000      -0.063236       0.013175
 18.240000      -0.063025       0.028960
 18.250000      -0.062657       0.044672
 18.260000      -0.062132       0.060269
 18.270000      -0.061452       0.075714
 18.280000      -0.060618       0.090965
 18.290000      -0.059633       0.105985
 18.300000      -0.058499       0.120735
 18.310000      -0.057220       0.135179
 18.320000      -0.055797       0.149278
 18.330000      -0.054235       0.162999
 18.340000      -0.052538       0.176305
 18.350000      -0.050711       0.189164
 18.360000      -0.048757       0.201542
 18.370000      -0.046682       0.213410
 18.380000      -0.044490       0.224737
 18.390000      -0.042189       0.235494
 18.400000      -0.039782       0.245656
 18.410000      -0.037278       0.255196
 18.420000      -0.034681       0.264092
 18.430000      -0.031998       0.272321
 18.440000      -0.029237       0.279862
 18.450000      -0.026403       0.286698
 18.460000      -0.023505       0.292812
 18.470000      -0.020549       0.298189
 18.480000      -0.017544       0.302816
 18.490000      -0.014496       0.306682
 18.500000      -0.011413       0.309779
 18.510000      -0.008303       0.312099
 18.520000      -0.005173       0.313637
 18.530000      -0.002033       0.314389
 18.540000       0.001112       0.314356
 18.550000       0.004252       0.313538
 18.560000       0.007380       0.311937
 18.570000       0.010488       0.309558
 18.580000       0.013569       0.306408
 18.590000       0.016614       0.302495
 18.600000       0.019616       0.297830
 18.610000       0.022568       0.292425
 18.620000       0.025462       0.286294
 18.630000       0.028291       0.279454
 18.640000       0.031049       0.271921
 18.650000       0.033728       0.263714
 18.660000       0.036321       0.254855
 18.670000       0.038823       0.245367
 18.680000       0.041226       0.235272
 18.690000       0.043526       0.224596
 18.700000       0.045716       0.213367
 18.710000       0.047792       0.201611
 18.720000       0.049747       0.189359
 18.730000       0.051577       0.176640
 18.740000       0.053278       0.163487
 18.750000       0.054846       0.149932
 18.760000       0.056276       0.136008
 18.770000       0.057565       0.121750
 18.780000       0.058710       0.107193
 18.790000       0.059708       0.092373
 18.800000       0.060556       0.077326
 18.810000       0.061254       0.062089
 18.820000       0.061798       0.046700
 18.830000       0.062187       0.031197
 18.840000       0.062421       0.015616
 18.850000       0.062499      -0.000002
 18.860000       0.062421      -0.015620
 18.870000       0.062187      -0.031199
 18.880000       0.061798      -0.046698
 18.890000       0.061254      -0.062078
 18.900000       0.060557      -0.077300
 18.910000       0.059708      -0.092325
 18.920000       0.058711      -0.107116
 18.930000       0.057567      -0.121634
 18.940000       0.056279      -0.135843
 18.950000       0.054851      -0.149706
 18.960000       0.053286      -0.163190
 18.970000       0.051589      -0.176258
 18.980000       0.049763      -0.188880
 18.990000       0.047813      -0.201022
 19.000000       0.045744      -0.212655
 19.010000       0.043561      -0.223749
 19.020000       0.041271      -0.234277
 19.030000       0.038878      -0.244211
 19.040000       0.036389      -0.253529
 19.050000       0.033809      -0.262205
 19.060000       0.031147      -0.270220
 19.070000       0.028407      -0.277553
 19.080000       0.025598      -0.284187
 19.090000       0.022726      -0.290105
 19.100000       0.019798      -0.295293
 19.110000       0.016823      -0.299739
 19.120000       0.013806      -0.303432
 19.130000       0.010756      -0.306363
 19.140000       0.007681      -0.308526
 19.150000       0.004588      -0.309917
 19.160000       0.001486      -0.310532
 19.170000      -0.001620      -0.310371
 19.180000      -0.004719      -0.309434
 19.190000      -0.007806      -0.307725
 19.200000      -0.010871      -0.305249
 19.210000      -0.013908      -0.302013
 19.220000      -0.016909      -0.298024
 19.230000      -0.019866      -0.293295
 19.240000      -0.022772      -0.287838
 19.250000      -0.025620      -0.281666
 19.260000      -0.028403      -0.274795
 19.270000      -0.031114      -0.267244
 19.280000      -0.033746      -0.259030
 19.290000      -0.036293      -0.250177
 19.300000      -0.038748      -0.240704
 19.310000      -0.041105      -0.230637
 19.320000      -0.043358      -0.220001
 19.330000      -0.045503      -0.208822
 19.340000      -0.047533      -0.197128
 19.350000      -0.049444      -0.184949
 19.360000      -0.051231      -0.172314
 19.370000      -0.052889      -0.159255
 19.380000      -0.054414      -0.145804
 19.390000      -0.055804      -0.131995
 19.400000      -0.057053      -0.117862
 19.410000      -0.058160      -0.103439
 19.420000      -0.059121      -0.088762
 19.430000      -0.059934      -0.073867
 19.440000      -0.060598      -0.058790
 19.450000      -0.061110      -0.043570
 19.460000      -0.061469      -0.028242
 19.470000      -0.061674      -0.012846
 19.480000      -0.061726       0.002583
 19.490000      -0.061623       0.018004
 19.500000      -0.061366       0.033380
 19.510000      -0.060955       0.048671
 19.520000      -0.060393       0.063838
 19.530000      -0.059679       0.078842
 19.540000      -0.058817       0.093646
 19.550000      -0.057807       0.108212
 19.560000      -0.056653       0.122502
 19.570000      -0.055358       0.136481
 19.580000      -0.053925       0.150114
 19.590000      -0.052357       0.163365
 19.600000      -0.050659       0.176201
 19.610000      -0.048834       0.188590
 19.620000      -0.046889       0.200501
 19.630000      -0.044826       0.211904
 19.640000      -0.042652       0.222771
 19.650000      -0.040373       0.233073
 19.660000      -0.037993       0.242786
 19.670000      -0.035519       0.251885
 19.680000      -0.032957       0.260348
 19.690000      -0.030314       0.268153
 19.700000      -0.027596       0.275283
 19.710000      -0.024811       0.281719
 19.720000      -0.021964       0.287445
 19.730000      -0.019064       0.292449
 19.740000      -0.016118       0.296717
 19.750000      -0.013133       0.300240
 19.760000      -0.010116       0.303011
 19.770000      -0.007075       0.305021
 19.780000      -0.004018       0.306268
 19.790000      -0.000952       0.306748
 19.800000       0.002115       0.306462
 19.810000       0.005175       0.305410
 19.820000       0.008220       0.303596
 19.830000       0.011244       0.301025
 19.840000       0.014238       0.297705
 19.850000       0.017196       0.293643
 19.860000       0.020109       0.288852
 19.870000       0.022970       0.283343
 19.880000       0.025773       0.277131
 19.890000       0.028511       0.270232
 19.900000       0.031176       0.262663
 19.910000       0.033762       0.254444
 19.920000       0.036262       0.245595
 19.930000       0.038672       0.236139
 19.940000       0.040983       0.226100
 19.950000       0.043192       0.215503
 19.960000       0.045292       0.204374
 19.970000       0.047278       0.192741
 19.980000       0.049145       0.180634
 19.990000       0.050889       0.168081
